,BHK,SQUARE_FT,READY_TO_MOVE,PRICE,City
7574,2,744.9714428,0,30.0,Ghaziabad
7576,3,1900.337838,1,90.0,Ghaziabad
7577,1,490.0759618,1,20.0,Ghaziabad
7578,1,400.0,1,22.0,Ghaziabad
7580,3,1100.244499,1,45.0,Ghaziabad
7581,3,1750.0,1,70.0,Ghaziabad
7583,2,1137.068431,1,55.0,Ghaziabad
7584,2,1175.141243,1,52.0,Ghaziabad
7585,2,1199.82548,1,55.0,Ghaziabad
7586,2,940.4444444,1,52.9,Ghaziabad
7590,3,1268.224486,1,63.5,Ghaziabad
7591,2,1285.160039,1,53.0,Ghaziabad
7592,3,1300.0,1,65.0,Ghaziabad
7598,3,1476.101218,1,63.0,Ghaziabad
7600,1,584.9268841,1,26.0,Ghaziabad
7602,3,1280.081925,1,50.0,Ghaziabad
7606,3,1706.7759,1,100.0,Ghaziabad
7607,1,450.0,1,18.0,Ghaziabad
7611,3,1556.016598,1,90.0,Ghaziabad
7612,3,1800.08471,1,85.0,Ghaziabad
7617,1,450.0703235,1,16.0,Ghaziabad
7618,3,1495.284104,0,65.0,Ghaziabad
7620,3,1799.924214,1,95.0,Ghaziabad
7621,1,718.0156658,1,22.0,Ghaziabad
7622,2,970.0366458,0,45.0,Ghaziabad
7626,3,1400.147384,1,57.0,Ghaziabad
7627,1,530.0760544,1,23.0,Ghaziabad
7628,1,400.0,1,14.0,Ghaziabad
7631,2,1200.082764,1,58.0,Ghaziabad
7634,2,1260.162602,1,62.0,Ghaziabad
7637,3,1199.82548,1,55.0,Ghaziabad
7638,3,1732.201628,1,100.0,Ghaziabad
7639,3,1199.82548,1,55.0,Ghaziabad
7640,2,1225.061253,1,70.0,Ghaziabad
7642,3,1545.064378,1,72.0,Ghaziabad
7643,2,1150.0,1,46.0,Ghaziabad
7648,2,941.8996629,1,47.5,Ghaziabad
7649,3,1310.219714,1,65.0,Ghaziabad
7650,3,1300.191205,1,68.0,Ghaziabad
7652,3,1725.412867,1,70.0,Ghaziabad
7654,3,1150.075415,1,61.0,Ghaziabad
7655,3,1668.335002,1,100.0,Ghaziabad
7656,3,1515.151515,1,76.0,Ghaziabad
7657,2,1650.165017,1,70.0,Ghaziabad
7658,3,1911.400944,1,85.0,Ghaziabad
7660,2,1100.034376,1,64.0,Ghaziabad
7663,3,1323.404255,1,62.2,Ghaziabad
7664,1,500.0,1,13.5,Ghaziabad
7667,2,1000.0,1,50.0,Ghaziabad
7669,2,960.0808489,1,57.0,Ghaziabad
7672,3,1650.165017,1,90.0,Ghaziabad
7674,3,1750.047556,1,92.0,Ghaziabad
7675,2,900.0,1,36.0,Ghaziabad
7676,3,1150.086256,1,60.0,Ghaziabad
7679,2,600.081367,1,29.5,Ghaziabad
7684,2,950.1689189,1,45.0,Ghaziabad
7687,3,1698.213338,1,96.0,Ghaziabad
7691,2,948.8300334,1,36.9,Ghaziabad
7692,3,1400.233372,1,60.0,Ghaziabad
7696,2,1169.826543,1,58.0,Ghaziabad
7698,3,1595.197256,1,93.0,Ghaziabad
7699,3,1960.01568,1,100.0,Ghaziabad
7700,3,1390.268123,1,70.0,Ghaziabad
7702,1,581.9559229,1,16.9,Ghaziabad
7705,3,1200.104357,1,46.0,Ghaziabad
7709,3,1523.065193,1,79.9,Ghaziabad
7710,1,651.0003176,1,20.5,Ghaziabad
7715,3,1560.20558,1,85.0,Ghaziabad
7718,3,1770.224819,1,100.0,Ghaziabad
7720,1,538.2131324,1,20.0,Ghaziabad
7727,2,800.090151,1,35.5,Ghaziabad
7728,1,625.0,1,17.5,Ghaziabad
7731,1,500.0,1,28.0,Ghaziabad
7734,3,1380.042463,0,65.0,Ghaziabad
7737,4,1933.404941,1,90.0,Ghaziabad
7739,3,1714.089818,1,100.0,Ghaziabad
7740,1,679.9637353,1,30.0,Ghaziabad
7741,3,1765.278792,1,72.5,Ghaziabad
7743,3,1650.235748,1,77.0,Ghaziabad
7744,2,1157.052918,1,68.0,Ghaziabad
7745,2,1250.0,1,68.0,Ghaziabad
7746,3,1585.144928,1,70.0,Ghaziabad
7748,3,1100.052383,1,42.0,Ghaziabad
7751,4,3885.714286,1,170.0,Ghaziabad
7752,2,1510.248112,1,70.0,Ghaziabad
7756,2,850.1838235,1,37.0,Ghaziabad
7761,3,1595.092025,1,78.0,Ghaziabad
7763,1,450.0,1,27.0,Ghaziabad
7764,2,1200.092315,1,52.0,Ghaziabad
7765,3,1777.338929,1,72.0,Ghaziabad
7766,2,1125.070317,1,60.0,Ghaziabad
7769,1,585.1755527,1,18.0,Ghaziabad
7770,3,1799.797776,1,89.0,Ghaziabad
7771,2,1000.0,1,52.0,Ghaziabad
7772,3,1340.155945,0,55.0,Ghaziabad
7773,3,1450.326323,1,60.0,Ghaziabad
7774,2,1020.147921,1,40.0,Ghaziabad
7775,3,1700.31881,1,80.0,Ghaziabad
7776,3,1460.150071,1,72.0,Ghaziabad
7777,2,629.9975769,1,26.0,Ghaziabad
7780,2,800.0,1,36.0,Ghaziabad
7781,3,1595.193702,1,77.0,Ghaziabad
7782,3,1750.291715,1,90.0,Ghaziabad
7783,3,1743.589744,1,85.0,Ghaziabad
7784,3,1480.062685,1,85.0,Ghaziabad
7786,2,929.912175,1,54.0,Ghaziabad
7788,3,1025.163094,1,55.0,Ghaziabad
7789,2,980.0427655,1,55.0,Ghaziabad
7790,1,344.4564047,1,16.0,Ghaziabad
7792,3,1761.006289,1,81.2,Ghaziabad
7794,3,1400.094922,1,59.0,Ghaziabad
7800,1,400.0,1,12.0,Ghaziabad
7801,2,999.0917348,1,55.0,Ghaziabad
7803,3,1872.223398,1,88.5,Ghaziabad
7805,2,1100.110011,1,60.0,Ghaziabad
7809,2,1060.070671,1,60.0,Ghaziabad
7811,3,1650.227618,1,87.0,Ghaziabad
7812,3,1510.269835,1,75.0,Ghaziabad
7814,3,1638.065523,1,63.0,Ghaziabad
7815,2,1285.189718,1,63.0,Ghaziabad
7816,3,1600.150602,1,85.0,Ghaziabad
7817,3,1566.1839,1,93.0,Ghaziabad
7818,2,759.9746675,1,36.0,Ghaziabad
7819,3,1685.772084,1,100.0,Ghaziabad
7820,1,547.3828259,1,16.0,Ghaziabad
7822,3,1700.186606,1,82.0,Ghaziabad
7823,2,750.0,1,30.0,Ghaziabad
7824,3,1798.3431,1,89.0,Ghaziabad
7826,4,1916.075877,1,100.0,Ghaziabad
7827,4,1698.031581,0,78.5,Ghaziabad
7829,1,585.1375073,1,20.0,Ghaziabad
7833,2,861.0658599,1,37.0,Ghaziabad
7834,2,1300.264869,1,54.0,Ghaziabad
7841,2,925.0693802,1,40.0,Ghaziabad
7842,2,960.1335838,1,46.0,Ghaziabad
7843,2,1095.050372,1,50.0,Ghaziabad
7844,3,1800.0,1,90.0,Ghaziabad
7847,3,1850.239443,1,85.0,Ghaziabad
7848,2,1140.024783,1,46.0,Ghaziabad
7849,1,400.0,1,16.0,Ghaziabad
7851,1,333.6809176,1,16.0,Ghaziabad
7852,2,760.0657354,1,37.0,Ghaziabad
7853,4,2157.031924,1,100.0,Ghaziabad
7855,3,1415.09434,1,78.0,Ghaziabad
7856,1,550.0550055,1,15.0,Ghaziabad
7857,2,1250.0,1,68.0,Ghaziabad
7858,2,1150.216781,1,45.1,Ghaziabad
7859,2,1250.0,1,56.0,Ghaziabad
7860,2,760.0,1,38.0,Ghaziabad
7861,1,625.0,1,16.5,Ghaziabad
7862,2,1192.170819,1,67.0,Ghaziabad
7876,2,1250.0,1,72.0,Ghaziabad
7878,1,589.9705015,0,24.0,Ghaziabad
7880,1,549.9541705,1,18.0,Ghaziabad
7881,2,1255.01133,1,72.0,Ghaziabad
7883,3,1600.0,1,80.0,Ghaziabad
7884,3,1469.797455,1,82.0,Ghaziabad
7885,2,1399.956924,0,65.0,Ghaziabad
7886,1,539.9568035,1,25.0,Ghaziabad
7887,2,850.0088543,1,48.0,Ghaziabad
7888,2,760.0857533,1,39.0,Ghaziabad
7889,3,1595.092025,1,78.0,Ghaziabad
7890,3,1600.0,1,68.0,Ghaziabad
7891,1,600.0,1,36.0,Ghaziabad
7892,3,1595.179015,1,90.0,Ghaziabad
7893,1,599.0016639,0,18.0,Ghaziabad
7896,4,1528.428775,1,75.0,Ghaziabad
7897,3,1544.973545,1,73.0,Ghaziabad
7901,4,2052.27911,1,95.0,Ghaziabad
7902,4,4100.76157,1,210.0,Ghaziabad
7903,3,1610.057345,1,73.0,Ghaziabad
7904,1,543.5630689,1,20.9,Ghaziabad
7905,1,584.8680936,1,23.5,Ghaziabad
7909,2,1035.018113,1,60.0,Ghaziabad
7911,3,1697.970025,1,89.5,Ghaziabad
7913,2,770.0101317,0,38.0,Ghaziabad
7915,2,850.0188893,1,45.0,Ghaziabad
7918,3,1684.670782,1,65.5,Ghaziabad
7922,1,500.0,1,13.0,Ghaziabad
7923,2,959.8771357,1,50.0,Ghaziabad
7926,1,705.0705071,1,23.5,Ghaziabad
7927,2,1195.219124,1,51.0,Ghaziabad
7929,2,1150.026137,1,66.0,Ghaziabad
7930,2,910.1251422,1,40.0,Ghaziabad
7933,3,1836.210062,1,100.0,Ghaziabad
7937,4,1895.016108,1,100.0,Ghaziabad
7938,2,1190.23603,1,59.0,Ghaziabad
7942,3,1600.0,1,72.0,Ghaziabad
7946,3,1430.048243,0,83.0,Ghaziabad
7947,5,4389.815628,1,200.0,Ghaziabad
7953,3,1225.259189,0,52.0,Ghaziabad
7954,2,1075.011945,1,45.0,Ghaziabad
7955,2,720.1245621,1,37.0,Ghaziabad
7957,2,1100.025582,1,43.0,Ghaziabad
7962,2,1198.202696,1,48.0,Ghaziabad
7968,3,1420.21721,1,85.0,Ghaziabad
7969,2,1480.05148,1,69.0,Ghaziabad
7970,3,1043.956044,1,39.9,Ghaziabad
7971,1,510.0801555,1,21.0,Ghaziabad
7974,2,946.0737938,1,40.0,Ghaziabad
7975,3,1916.810427,1,100.0,Ghaziabad
7983,1,376.6951281,1,15.0,Ghaziabad
7984,2,1079.842932,1,49.5,Ghaziabad
7987,3,1650.0,1,85.8,Ghaziabad
7988,1,526.5920224,1,30.1,Ghaziabad
7991,1,585.106383,0,22.0,Ghaziabad
7992,2,1000.0,1,42.0,Ghaziabad
7993,3,1655.052265,1,95.0,Ghaziabad
7994,3,1150.269212,1,47.0,Ghaziabad
7995,3,1460.187086,1,64.0,Ghaziabad
7997,3,1650.165017,1,80.0,Ghaziabad
7998,2,950.0,1,38.0,Ghaziabad
7999,2,1250.0,1,55.0,Ghaziabad
8007,2,1050.0,1,42.0,Ghaziabad
8008,3,1590.141125,0,80.0,Ghaziabad
8009,2,1136.959944,1,65.0,Ghaziabad
8011,3,1673.640167,1,100.0,Ghaziabad
8013,1,600.1263424,1,19.0,Ghaziabad
8016,1,430.5705059,1,20.0,Ghaziabad
8018,2,1151.960784,1,47.0,Ghaziabad
8019,2,1050.199538,1,50.0,Ghaziabad
8021,3,1725.253397,1,80.0,Ghaziabad
8022,3,1100.041511,1,53.0,Ghaziabad
8024,3,1850.443599,1,73.0,Ghaziabad
8026,3,1200.141193,1,68.0,Ghaziabad
8027,3,1400.0,1,56.0,Ghaziabad
8028,2,775.0269107,1,36.0,Ghaziabad
8031,1,670.0167504,1,32.0,Ghaziabad
8035,2,900.090009,1,40.0,Ghaziabad
8037,3,1890.17111,1,95.0,Ghaziabad
8039,1,400.0,1,15.0,Ghaziabad
8041,2,1000.0,1,60.0,Ghaziabad
8042,2,753.4730398,1,32.0,Ghaziabad
8043,3,1761.207685,1,77.0,Ghaziabad
8045,1,899.9581415,1,43.0,Ghaziabad
8046,3,1515.151515,1,78.0,Ghaziabad
8049,3,1760.120694,1,70.0,Ghaziabad
8050,2,1210.067764,1,50.0,Ghaziabad
8052,2,985.0419555,1,54.0,Ghaziabad
8053,3,1795.009873,0,100.0,Ghaziabad
8057,3,1850.276478,1,87.0,Ghaziabad
8059,2,950.1187648,1,44.0,Ghaziabad
8061,1,550.0550055,1,20.0,Ghaziabad
8063,1,365.9429129,1,15.0,Ghaziabad
8064,3,1595.020424,1,82.0,Ghaziabad
8065,2,1284.746555,1,55.0,Ghaziabad
8066,3,1514.849512,1,76.0,Ghaziabad
8067,4,2511.210762,1,140.0,Ghaziabad
8068,2,1147.098516,1,68.0,Ghaziabad
8069,2,972.0534629,1,40.0,Ghaziabad
8071,2,832.1198253,1,40.0,Ghaziabad
8072,1,588.0911541,1,24.0,Ghaziabad
8073,2,1285.092922,1,65.0,Ghaziabad
8074,3,1389.918458,1,75.0,Ghaziabad
8075,2,1040.154814,1,43.0,Ghaziabad
8079,3,1739.92674,1,95.0,Ghaziabad
8085,2,1345.390384,1,61.0,Ghaziabad
8086,1,725.1631617,1,30.0,Ghaziabad
8089,3,1850.149391,1,80.5,Ghaziabad
8090,3,113785.558,0,7280.0,Goa
8091,1,600.0,1,33.0,Goa
8092,2,1464.002756,1,85.0,Goa
8093,2,1248.597082,1,89.0,Goa
8094,1,645.9092415,1,39.0,Goa
8095,1,917.0428894,1,65.0,Goa
8096,2,990.2624195,1,60.0,Goa
8097,2,968.75,1,62.0,Goa
8100,1,699.6501749,1,42.0,Goa
8104,1,591.9661734,1,28.0,Goa
8105,2,765.0273224,0,56.0,Goa
8106,1,807.3631519,1,50.0,Goa
8108,3,1356.223176,1,79.0,Goa
8110,1,699.6163394,1,31.0,Goa
8111,1,754.1046201,1,39.5,Goa
8113,1,753.5164099,1,45.0,Goa
8114,3,1313.054978,1,69.5,Goa
8117,2,1168.809484,1,70.0,Goa
8119,3,145208.4295,0,9440.0,Goa
8121,1,750.0750075,0,50.0,Goa
8123,2,1033.362858,1,70.0,Goa
8126,1,775.0269107,1,36.0,Goa
8128,2,1345.442314,1,80.0,Goa
8129,3,1291.745432,1,82.0,Goa
8130,2,2007.024586,1,120.0,Goa
8132,2,861.1241584,1,55.0,Goa
8133,3,1270.065267,1,72.0,Goa
8135,2,1097.996157,1,80.0,Goa
8137,3,1517.660044,1,110.0,Goa
8141,2,1044.008995,1,65.0,Goa
8142,1,539.083558,1,30.0,Goa
8143,2,990.2546369,1,63.0,Goa
8145,1,700.0424268,1,33.0,Goa
8148,2,914.9891865,1,55.0,Goa
8149,2,1280.949106,1,74.5,Goa
8150,2,998.1070384,1,58.0,Goa
8152,2,1076.388889,1,62.0,Goa
8155,1,999.3337775,1,75.0,Goa
8156,1,674.9846594,1,33.0,Goa
8157,1,807.4382187,0,33.0,Goa
8158,1,645.7862448,1,40.0,Goa
8159,1,884.9557522,1,45.0,Goa
8160,2,913.9615506,0,58.0,Goa
8161,3,1485.393629,1,90.0,Goa
8162,2,925.7533395,1,59.6,Goa
8164,1,635.0841057,1,37.0,Goa
8165,1,790.02079,1,38.0,Goa
8166,3,1237.815256,1,80.0,Goa
8169,1,698.494826,1,29.7,Goa
8171,1,788.6435331,1,50.0,Goa
8172,1,643.7435367,0,24.9,Goa
8175,2,1043.275274,0,58.1,Goa
8176,1,783.1729693,0,35.0,Goa
8177,1,754.1046201,0,39.5,Goa
8178,3,1668.422901,1,95.0,Goa
8179,1,625.0,1,35.0,Goa
8182,1,714.1903618,1,53.5,Goa
8187,1,624.2905789,1,44.0,Goa
8189,1,512.085211,1,25.0,Goa
8192,3,1188.051595,1,70.0,Goa
8193,3,1399.253731,1,75.0,Goa
8194,2,1026.135766,1,58.5,Goa
8195,3,3700.414446,1,250.0,Goa
8198,2,1208.014143,1,41.0,Guntur
8200,2,1454.349583,1,54.0,Guntur
8201,2,1200.120012,1,40.0,Guntur
8202,2,1140.065147,1,35.0,Guntur
8203,3,1744.186047,1,60.0,Guntur
8204,2,1200.0,0,36.0,Guntur
8205,2,1222.857143,1,42.8,Guntur
8206,2,1168.571429,1,40.9,Guntur
8207,2,1150.012778,1,45.0,Guntur
8208,2,1180.106772,1,42.0,Guntur
8209,2,1183.166609,1,34.3,Guntur
8210,2,1050.213325,1,32.0,Guntur
8211,2,1205.369894,1,42.2,Guntur
8212,2,1200.12184,1,39.4,Guntur
8213,1,550.0550055,1,20.0,Guntur
8214,2,881.0572687,0,26.0,Guntur
8215,3,1681.870011,0,59.0,Guntur
8216,2,1145.339652,0,43.5,Guntur
8217,3,1740.294511,1,65.0,Guntur
8218,2,1250.0,1,38.0,Guntur
8219,2,1200.192031,1,50.0,Guntur
8220,2,1210.153483,1,41.0,Guntur
8221,2,1216.795201,1,42.6,Guntur
8222,2,882.2531388,0,26.0,Guntur
8223,3,3433.996566,1,340.0,Gurgaon
8230,3,1777.975331,0,160.0,Gurgaon
8231,3,1785.469029,1,130.0,Gurgaon
8236,3,2556.890821,1,200.0,Gurgaon
8237,2,1255.119567,0,95.0,Gurgaon
8239,2,1343.265356,0,110.0,Gurgaon
8240,2,1421.075645,1,130.0,Gurgaon
8241,5,11932.51954,1,870.0,Gurgaon
8242,3,1744.732251,1,130.0,Gurgaon
8246,3,2427.184466,1,250.0,Gurgaon
8247,5,5846.612404,1,510.0,Gurgaon
8249,3,1417.23356,1,100.0,Gurgaon
8253,4,1762.114537,1,180.0,Gurgaon
8254,4,2324.443357,1,190.0,Gurgaon
8255,3,1655.172414,1,120.0,Gurgaon
8256,3,2281.879195,1,170.0,Gurgaon
8260,4,4738.675958,1,340.0,Gurgaon
8261,2,1550.137252,1,96.0,Gurgaon
8262,4,3333.015903,0,350.0,Gurgaon
8263,3,2979.145978,1,300.0,Gurgaon
8265,2,1489.129356,0,150.0,Gurgaon
8266,2,1198.214286,0,67.1,Gurgaon
8267,2,1549.897201,1,98.0,Gurgaon
8268,3,1803.833145,1,160.0,Gurgaon
8269,3,3368.421053,1,320.0,Gurgaon
8271,4,2753.786456,1,220.0,Gurgaon
8275,4,2353.996189,1,210.0,Gurgaon
8277,3,1655.172414,1,120.0,Gurgaon
8278,3,2666.666667,0,200.0,Gurgaon
8279,4,2766.798419,1,210.0,Gurgaon
8281,3,2092.050209,1,170.0,Gurgaon
8282,4,2500.0,1,200.0,Gurgaon
8283,3,3354.203936,1,300.0,Gurgaon
8284,3,2733.734281,1,200.0,Gurgaon
8286,3,135714.2857,0,9500.0,Gurgaon
8288,2,2408.477842,1,150.0,Gurgaon
8289,2,1191.913096,0,79.0,Gurgaon
8291,2,1198.039216,0,61.1,Gurgaon
8295,2,1571.330117,1,91.2,Gurgaon
8296,3,3016.591252,1,320.0,Gurgaon
8297,3,2200.092635,1,190.0,Gurgaon
8298,3,3702.221333,1,370.0,Gurgaon
8299,3,1826.923077,0,190.0,Gurgaon
8302,2,147384.6154,1,9580.0,Gurgaon
8304,4,5043.646945,1,520.0,Gurgaon
8305,3,1615.308151,1,130.0,Gurgaon
8306,3,2033.249611,1,170.0,Gurgaon
8310,2,1465.087282,1,70.5,Gurgaon
8311,3,90931.43278,0,7400.0,Gurgaon
8312,4,3150.684932,1,230.0,Gurgaon
8314,2,1378.201447,1,120.0,Gurgaon
8315,3,2066.61804,1,170.0,Gurgaon
8316,3,2232.929839,0,190.0,Gurgaon
8317,3,1606.640782,1,120.0,Gurgaon
8318,2,1489.629884,1,130.0,Gurgaon
8320,4,1954.697022,1,170.0,Gurgaon
8322,4,3052.503053,1,250.0,Gurgaon
8324,4,2724.088727,1,210.0,Gurgaon
8329,3,2534.685165,1,190.0,Gurgaon
8330,3,2335.92881,1,210.0,Gurgaon
8331,3,3344.481605,1,300.0,Gurgaon
8333,3,2355.844739,1,210.0,Gurgaon
8334,2,820.0197936,1,58.0,Gurgaon
8338,2,1191.789216,0,77.8,Gurgaon
8341,3,1666.666667,0,140.0,Gurgaon
8342,3,3844.208397,1,380.0,Gurgaon
8343,3,3454.894434,1,360.0,Gurgaon
8344,2,1342.281879,1,100.0,Gurgaon
8345,3,2017.032721,1,180.0,Gurgaon
8346,3,3706.34355,1,260.0,Gurgaon
8347,2,1519.525908,1,100.0,Gurgaon
8349,4,4040.40404,1,400.0,Gurgaon
8350,2,928.3410461,1,66.2,Gurgaon
8352,3,1815.293851,1,160.0,Gurgaon
8353,4,5157.894737,1,490.0,Gurgaon
8354,3,3059.394451,1,290.0,Gurgaon
8356,3,3454.060989,1,350.0,Gurgaon
8357,2,1536.255633,1,75.0,Gurgaon
8358,3,2254.791432,1,200.0,Gurgaon
8359,3,3428.571429,1,360.0,Gurgaon
8360,2,1365.974809,1,77.0,Gurgaon
8361,3,1866.666667,1,140.0,Gurgaon
8363,4,2824.133504,1,220.0,Gurgaon
8365,4,4000.0,1,360.0,Gurgaon
8368,3,2828.282828,1,280.0,Gurgaon
8369,4,2318.691228,1,180.0,Gurgaon
8370,4,2312.435766,1,180.0,Gurgaon
8371,3,2309.172547,1,180.0,Gurgaon
8372,3,1548.387097,1,120.0,Gurgaon
8379,4,4480.286738,1,400.0,Gurgaon
8380,3,2430.307362,1,170.0,Gurgaon
8383,2,1215.075669,0,83.5,Gurgaon
8384,3,2292.117662,1,180.0,Gurgaon
8387,2,1459.71195,0,150.0,Gurgaon
8391,3,3844.155844,1,370.0,Gurgaon
8392,2,1534.195933,1,83.0,Gurgaon
8393,2,1351.152886,1,92.0,Gurgaon
8394,3,2121.940869,1,150.0,Gurgaon
8395,4,2758.62069,1,240.0,Gurgaon
8396,3,3984.470781,1,390.0,Gurgaon
8397,3,1655.8119,0,150.0,Gurgaon
8398,3,1842.04467,1,160.0,Gurgaon
8399,3,3843.819543,1,380.0,Gurgaon
8401,3,2409.961173,1,180.0,Gurgaon
8403,2,1181.035937,1,70.0,Gurgaon
8404,3,3369.565217,1,310.0,Gurgaon
8405,3,1690.617075,1,120.0,Gurgaon
8406,5,5555.555556,1,550.0,Gurgaon
8408,2,1324.981932,1,110.0,Gurgaon
8413,3,2427.184466,1,170.0,Gurgaon
8414,4,2052.14872,1,170.0,Gurgaon
8416,3,2000.0,1,160.0,Gurgaon
8420,3,2036.400662,1,160.0,Gurgaon
8421,3,2200.0,1,220.0,Gurgaon
8423,4,2977.398836,1,220.0,Gurgaon
8424,4,3282.413837,1,260.0,Gurgaon
8425,4,2506.614678,1,180.0,Gurgaon
8427,2,1195.652174,0,110.0,Gurgaon
8429,2,901.6509101,0,63.9,Gurgaon
8430,3,2871.598523,1,210.0,Gurgaon
8435,6,5081.300813,1,500.0,Gurgaon
8436,5,6500.056035,1,580.0,Gurgaon
8437,2,1550.008158,1,95.0,Gurgaon
8438,3,2375.0,1,190.0,Gurgaon
8440,3,2405.130946,1,180.0,Gurgaon
8441,2,81692.35963,0,7260.0,Gurgaon
8443,3,2909.97841,1,310.0,Gurgaon
8444,4,2743.975185,1,230.0,Gurgaon
8445,4,2351.281448,1,200.0,Gurgaon
8447,2,1354.166667,0,130.0,Gurgaon
8448,2,1198.919284,0,71.0,Gurgaon
8450,2,1283.14799,1,75.0,Gurgaon
8453,2,1105.527638,0,110.0,Gurgaon
8456,4,2710.0271,0,270.0,Gurgaon
8457,4,2401.719125,1,190.0,Gurgaon
8458,3,3844.155844,1,370.0,Gurgaon
8459,2,1425.081433,1,70.0,Gurgaon
8461,2,1446.117274,1,73.0,Gurgaon
8462,3,1220.198986,0,130.0,Gurgaon
8463,4,3850.102669,1,300.0,Gurgaon
8466,2,1480.081877,1,94.0,Gurgaon
8470,5,3375.0,1,270.0,Gurgaon
8472,3,2113.52657,1,210.0,Gurgaon
8473,2,1240.135287,1,66.0,Gurgaon
8475,3,1672.427249,1,150.0,Gurgaon
8476,2,1325.966851,0,120.0,Gurgaon
8477,2,1445.85726,1,70.5,Gurgaon
8478,4,5092.00324,1,440.0,Gurgaon
8480,3,1669.23472,1,130.0,Gurgaon
8481,2,1349.983125,0,120.0,Gurgaon
8483,4,2818.791946,1,210.0,Gurgaon
8484,4,2748.385324,1,200.0,Gurgaon
8486,2,1191.913096,0,79.0,Gurgaon
8488,3,1466.666667,0,110.0,Gurgaon
8489,2,1097.54236,0,71.9,Gurgaon
8490,2,1195.652174,0,110.0,Gurgaon
8498,2,1476.232654,1,100.0,Gurgaon
8499,3,2896.551724,1,210.0,Gurgaon
8504,3,2528.613255,1,190.0,Gurgaon
8506,3,2206.896552,1,160.0,Gurgaon
8508,3,1875.0,1,150.0,Gurgaon
8511,3,1760.176018,1,160.0,Gurgaon
8512,2,1689.655172,1,98.0,Gurgaon
8513,2,1575.240919,0,85.0,Gurgaon
8514,2,1311.020408,0,80.3,Gurgaon
8517,4,2841.219539,1,260.0,Gurgaon
8520,2,1097.54236,0,71.9,Gurgaon
8521,4,2021.563342,1,180.0,Gurgaon
8523,3,1722.767029,1,130.0,Gurgaon
8527,2,1463.070686,1,83.0,Gurgaon
8528,2,1257.010249,1,65.0,Gurgaon
8529,2,1270.186899,1,70.0,Gurgaon
8531,2,911.7322914,0,91.0,Gurgaon
8532,2,1296.008294,1,100.0,Gurgaon
8533,2,822.2682422,0,67.5,Gurgaon
8534,2,1214.516129,0,75.3,Gurgaon
8535,3,1657.458564,0,150.0,Gurgaon
8536,2,1534.653465,1,77.5,Gurgaon
8538,4,1507.675439,1,110.0,Gurgaon
8542,3,2200.220022,1,180.0,Gurgaon
8543,2,898.5074627,0,30.1,Guwahati
8544,3,1968.888889,1,88.6,Guwahati
8547,1,388.0392604,1,17.0,Guwahati
8548,2,1050.013816,0,38.0,Guwahati
8549,3,1288.888889,0,58.0,Guwahati
8550,3,1151.877133,1,54.0,Guwahati
8552,2,1062.146893,1,47.0,Guwahati
8553,2,1050.19305,0,40.8,Guwahati
8554,1,539.3939394,0,17.8,Guwahati
8557,3,1455.767077,1,65.0,Guwahati
8559,2,820.0,0,28.7,Guwahati
8560,3,1308.695652,0,60.2,Guwahati
8561,2,954.3982058,0,38.3,Guwahati
8562,3,1450.139054,1,73.0,Guwahati
8563,2,990.0990099,0,50.0,Guwahati
8565,3,1200.192031,1,50.0,Guwahati
8566,2,1172.180255,0,45.0,Guwahati
8567,2,1063.007344,1,55.0,Guwahati
8568,2,950.2515372,1,34.0,Guwahati
8570,2,940.0826446,0,36.4,Guwahati
8572,2,1060.0,0,53.0,Guwahati
8573,3,1311.111111,0,59.0,Guwahati
8575,2,977.8325123,0,39.7,Guwahati
8576,4,1800.08471,1,85.0,Guwahati
8578,2,880.1151553,1,42.8,Guwahati
8579,3,994.6047384,0,42.4,Guwahati
8580,2,921.4830971,0,33.8,Guwahati
8582,3,1527.451901,0,65.1,Guwahati
8583,3,1455.064194,0,61.2,Guwahati
8585,2,969.60284,0,43.7,Guwahati
8586,2,880.0880088,1,40.0,Guwahati
8587,1,443.1103488,0,15.5,Guwahati
8590,3,1363.539672,0,64.1,Guwahati
8591,3,1163.027953,0,57.0,Guwahati
8593,2,1023.171049,0,39.3,Guwahati
8594,2,1020.03643,0,39.2,Guwahati
8595,2,905.2504526,1,30.0,Guwahati
8597,2,1013.847676,0,41.0,Guwahati
8598,3,1099.830795,1,52.0,Guwahati
8600,3,1400.270149,0,62.2,Guwahati
8602,3,1360.103627,1,63.0,Guwahati
8603,3,1345.083488,1,58.0,Guwahati
8604,2,1060.070671,0,42.0,Guwahati
8609,1,1090.059694,1,42.0,Guwahati
8611,2,800.0,1,35.0,Gwalior
8612,2,1000.0,1,20.5,Gwalior
8613,2,750.0750075,1,25.0,Gwalior
8614,2,1156.069364,1,32.0,Gwalior
8615,2,949.8367468,1,32.0,Gwalior
8616,2,850.1335924,1,35.0,Gwalior
8617,2,1200.0,1,28.5,Gwalior
8619,2,1000.0,1,29.0,Gwalior
8620,3,1600.0,1,54.0,Gwalior
8621,2,1170.327692,1,32.5,Gwalior
8622,4,1399.776036,1,50.0,Gwalior
8623,2,1199.873698,1,38.0,Gwalior
8624,2,900.0,1,31.5,Gwalior
8626,2,850.2289078,1,26.0,Gwalior
8627,2,700.0,1,28.0,Gwalior
8629,2,754.8309179,1,25.0,Gwalior
8631,2,1041.837572,0,25.4,Gwalior
